Authors,URL,Title,Published,Data collected (first),Data collected (last),Location Description,Latitude,Longitude,Region,Type of Fish,Sex of Sample (if only one sample),Number of Samples,Length of Fish (cm),Weight of Fish (g),Age (years),Conc Hg Fish [ug/g],,Conc Hg Sediment [ug/g],Main Findings/Comments
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Dory snapper (latjanus fulviflamma),,1,,,,1.4139,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Malabar blood snapper (lutjamus malabaricus),,1,,,,1.2488,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Malabar blood snapper (lutjamus malabaricus),,1,,,,0.6534,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Russell's snapper (lutjanus russelli),,1,,,,1.1619,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Australasian snapper (chrysophrys auratus),,1,,,,2.2977,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Malabar blood snapper (lutjamus malabaricus),,1,,,,1.2760,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Malabar blood snapper (lutjamus malabaricus),,1,,,,1.1664,,,
"Marike Mahmud, Fitryane Lihawa, Beby Banteng, Frice Desei, Yanti Saleh",http://www.bkpsl.org/ojswp/index.php/jplb/article/download/20/36/,Konsentrasi merkuri pada ikan di perairan laut Sulawesi akibat penambangan emas tradisional Buladu Kabupaten Gorontalo Utara,2017,2016,2016,"River in Buladu Village, North Gorontalo, Sulawesi, Indonesia ",123.0325°,0.5529,Asia,Russell's snapper (lutjanus russelli),,1,,,,1.5859,,,
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,6,144,60,6,1.1667,,,"Reared Bluefin tuna (6 months), Reared bluefin tuna that were found from the Mediterranean Sea has similar Hg concentrations in their muscle tissue to same or other species of Scombridae from the Atlantic, Pacific and Indian oceans. The accumulation of Hg in reared Atlantic bluefin tuna is influenced greatly by their rearing period. Consumers can decrease their exposure to Hg by consuming smaller and younger bluefin tuna and fish that is reared for a longer period."
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,1,141,56,6,0.7381,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,3,153,69,6,1.0238,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,3,152,70,7,0.5952,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,6,166,93,7,1.5238,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,16,166,92,6,0.7619,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,4,174,107,8,1.0000,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,17,174,110,8,0.5000,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,4,184,123,8,1.4048,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,18,184,126,8,0.5476,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,5,194,152,9,1.0952,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,17,196,150,9,0.6190,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,10,203,174,11,1.5952,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,12,204,168,10,0.7381,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,14,215,206,11,0.8095,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,8,216,196,11,0.7142,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,23,225,241,12,0.6429,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,2,225,245,12,0.7857,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,19,233,263,13,0.9762,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,5,235,256,13,1.1429,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,16,242,290,14,1.0476,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,5,242,276,14,1.0000,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,21,252,340,15,0.6190,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,4,253,322,15,0.5714,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,15,263,380,15,0.9286,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,7,263,365,15,1.4047,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,3,273,433,18,1.2143,,,Reared Bluefin tuna (6 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,1,276,401,18,1.1429,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,2,283,418,17,1.1190,,,Reared Bluefin tuna (18 months)
"N Milatou, M Dassenakis, P Megalofonou",https://www-sciencedirect-com.ezproxy1.library.usyd.edu.au/science/article/pii/S0308814620311298,Mercury concentrations in reared Atlantic bluefin tuna and risk assessment for the consumers: To eat or not to eat?,2020,2010,2011,Ionian Sea,37.7885,18.8076,Mediterranean,Atlantic bluefin Tuna (thunnus thynnus),,1,295,540,18,1.2857,,,Reared Bluefin tuna (18 months)
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Gora fish (myripristis hexagona),,1,13,105,,0.42,,,"highest mercury found in fish Gora (Myripritis hexagona) with an average value of 0:43 ppm, and the second highest value is on Capungan fish (Apogon compresseus) with an average value of 0.3 ppm, while the lowest value contained in the yellow baronang fish (Siganus virgatus) with an average value of 0.1 ppm."
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Gora fish (myripristis hexagona),,1,16.2,114,,not detected,,,Highest mercury concentrations are found in carnivorous fishes and lowest mercury concentrations are found in herbivourous fishes
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Gora fish (myripristis hexagona),,1,13.5,55,,0.03,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Yellow Baronang fish (siganus virgatus),,1,20,184,,0.06,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Yellow Baronang fish (siganus virgatus),,1,20.5,184,,not detected,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Yellow Baronang fish (siganus virgatus),,1,20.4,185,,not detected,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Ochre-striped cardinalfish (apogon compressus),,1,12,21,,0.07,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Ochre-striped cardinalfish (apogon compressus),,1,12.5,28,,0.19,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Malalayang, Manado Bay, South Manado",124.8127,1.4441,Asia,Ochre-striped cardinalfish (apogon compressus),,1,14.1,32,,0.12,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Gora fish (myripristis hexagona),,1,17.7,105,,not detected,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Gora fish (myripristis hexagona),,1,17.7,114,,0.02,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Gora fish (myripristis hexagona),,1,13.6,55,,0.09,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Yellow Baronang fish (siganus virgatus),,1,20.4,184,,0.10,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Yellow Baronang fish (siganus virgatus),,1,18.3,183,,not detected,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Yellow Baronang fish (siganus virgatus),,1,20.5,184,,not detected,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Ochre-striped cardinalfish (apogon compressus),,1,12.8,32,,not detected,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Ochre-striped cardinalfish (apogon compressus),,1,12.3,28,,0.05,,,
"Alen Angelina Narasiang, Markus T. Lasut, Nikson J. Kawung",https://media.neliti.com/media/publications/126363-ID-akumulasi-merkuri-hg-pada-ikan-di-teluk.pdf,Mercury Accumulation (Hg) in Fish of Manado,2015,,,"Bailang, Manado Bay, North Manado",124.8569,1.5394,Asia,Ochre-striped cardinalfish (apogon compressus),,1,11,21,,0.09,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",2008,2006,2006,"Silvofishery pond, West Java",107.4433,-6.5569,Asia,Milkfish (chanos chanos),,1,,,,0.0036,,,"Since 1976 Perhutani as the manager has developed an integrated program fish farming and forest management mangrove known as Tumpangsari ponds, forest ponds and silvofishery. Currently the silvofishery area has been severely damaged; many mangroves have been removed to expand the pond area."
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",2008,2006,2006,"Silvofishery pond, West Java",107.4433,-6.5569,Asia,Flathead grey mullet (mugil cephalus),,1,,,,0.0151,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",2008,2006,2006,"Silvofishery pond, West Java",107.4433,-6.5569,Asia,Mozambique tilapia (oreochromis mossambicus),,1,,,,0.0045,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",2008,2006,2006,"Silvofishery pond, West Java",107.4433,-6.5569,Asia,Ophiocara (ophiocara porocephala),,1,,,,0.4974,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",2008,2006,2006,"Silvofishery pond, West Java",107.4433,-6.5569,Asia,Crystal-eyed catfish (mystus wyckii),,1,,,,0.2217,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",2008,2006,2006,"Silvofishery pond, West Java",107.4433,-6.5569,Asia,Barramundi (lates calcalifer),,1,,,,0.3348,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",2008,2006,2006,"Silvofishery pond, West Java",107.4433,-6.5569,Asia,Rabbitfish (siganus sp.),,1,,,,0.4845,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",2008,2006,2006,"Silvofishery pond, West Java",107.4433,-6.5569,Asia,Spotted cat (scatophagus argus),,1,,,,0.1011,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",,,,"Common pond, without mangrove",,,,Milkfish (chanos chanos),,1,,,,0.1766,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",,,,,,,,Flathead grey mullet (mugil cephalus),,1,,,,0.9742,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",,,,,,,,Mozambique tilapia (oreochromis mossambicus),,1,,,,0.0476,,,
