Authors,URL,Title,Published,Data collected (first),Data collected (last),Location Description,Latitude,Longitude,Region,Type of Fish,Sex of Sample (if only one sample),Number of Samples,Length of Fish (cm),Weight of Fish (g),Age (years),Conc Hg Fish [ug/g],,Conc Hg Sediment [ug/g],Main Findings/Comments
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Nelson,-41.225,173.216,Australasia,Snapper (chrysophrys auratus),,,48,,,0.29,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,64,5400,21,0.25,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,60,4500,19,0.26,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,63,5400,15,0.19,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,60,5000,18,0.47,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,62,4500,21,0.23,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,60,4300,18,0.24,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,60,4500,13,0.29,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,63,5200,20,0.17,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,64,5000,11,0.18,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,63,5000,11,0.31,,,
"T. Robertson, G.D.Waugh, J.C.M. Mol",https://www.tandfonline.com/doi/abs/10.1080/00288330.1975.9515565,Mercury levels in New Zealand snapper (Chrysophrys auratus),1975,1973,,Tasman Bay,-41.044,173.258,Australasia,Snapper (chrysophrys auratus),,,,,,0.26,,,
"Jan Ove Bustnes, Torgeir Nygård, Tim Dempster, Tomasz Ciesielski, Bjørn Munro Jenssen, Pål Arne Bjørn, Ingebrigt Uglem",https://pubs.rsc.org/en/content/articlehtml/2011/em/c1em10083a,Do salmon farms increase the concentrations of mercury and other elements in wild fish?,2011,2007,,Ryfylke,59.6383,6.34572,Northern Europe,Saithe (pollachius virens),,,,,,0.009,,,Comparison of mercury content in free-living fish and those living in near salmons farms.
"Jan Ove Bustnes, Torgeir Nygård, Tim Dempster, Tomasz Ciesielski, Bjørn Munro Jenssen, Pål Arne Bjørn, Ingebrigt Uglem",https://pubs.rsc.org/en/content/articlehtml/2011/em/c1em10083a,Do salmon farms increase the concentrations of mercury and other elements in wild fish?,2011,2007,,Hitra,63.4587,8.81933,Northern Europe,Saithe (pollachius virens),,,,,,0.01,,,Data for salmon farms not yet in table here. 
"Jan Ove Bustnes, Torgeir Nygård, Tim Dempster, Tomasz Ciesielski, Bjørn Munro Jenssen, Pål Arne Bjørn, Ingebrigt Uglem",https://pubs.rsc.org/en/content/articlehtml/2011/em/c1em10083a,Do salmon farms increase the concentrations of mercury and other elements in wild fish?,2011,2007,,Øksfjord,70.2685,22.3378,Northern Europe,Saithe (pollachius virens),,,,,,0.006,,,
"Jan Ove Bustnes, Torgeir Nygård, Tim Dempster, Tomasz Ciesielski, Bjørn Munro Jenssen, Pål Arne Bjørn, Ingebrigt Uglem",https://pubs.rsc.org/en/content/articlehtml/2011/em/c1em10083a,Do salmon farms increase the concentrations of mercury and other elements in wild fish?,2011,2007,,Ryfylke,59.6383,6.34572,Northern Europe,Atlantic cod (gadus morhua),,,,,,0.031,,,
"Jan Ove Bustnes, Torgeir Nygård, Tim Dempster, Tomasz Ciesielski, Bjørn Munro Jenssen, Pål Arne Bjørn, Ingebrigt Uglem",https://pubs.rsc.org/en/content/articlehtml/2011/em/c1em10083a,Do salmon farms increase the concentrations of mercury and other elements in wild fish?,2011,2007,,Hitra,63.4587,8.81933,Northern Europe,Atlantic cod (gadus morhua),,,,,,0.047,,,
"Jan Ove Bustnes, Torgeir Nygård, Tim Dempster, Tomasz Ciesielski, Bjørn Munro Jenssen, Pål Arne Bjørn, Ingebrigt Uglem",https://pubs.rsc.org/en/content/articlehtml/2011/em/c1em10083a,Do salmon farms increase the concentrations of mercury and other elements in wild fish?,2011,2007,,Øksfjord,70.2685,22.3378,Northern Europe,Atlantic cod (gadus morhua),,,,,,0.1,,,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Cartagena Bay,10.2667,-75.5,South America,Mullet (mugil incilis),,,,,,0.087,,1.876,Cartagena Bay is one of the most important industrialized zones in the country. Chlor-alkali plant as source of mercury contamination. 
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Cartagena Bay,10.2667,-75.5,South America,Mullet (mugil incilis),,,,,,0.01,,1.876,objective of study: to compare content of Hg in fish from Cartagena Bay with data from Ciénaga Grande de Santa Marta which does not receive pollution from industrial discharges and is considered to be relatively unpolluted
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Cartagena Bay,10.2667,-75.5,South America,Mullet (mugil incilis),,,,,,0.019,,1.876,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Cartagena Bay,10.2667,-75.5,South America,Mullet (mugil incilis),,,,,,0.041,,1.876,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Cartagena Bay,10.2667,-75.5,South America,Striped mojarra (eugerres plumieri),,,,,,0.334,,1.876,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Cartagena Bay,10.2667,-75.5,South America,Striped mojarra (eugerres plumieri),,,,,,0.16,,1.876,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Cartagena Bay,10.2667,-75.5,South America,Striped mojarra (eugerres plumieri),,,,,,0.104,,1.876,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Cartagena Bay,10.2667,-75.5,South America,Striped mojarra (eugerres plumieri),,,,,,0.225,,1.876,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Ciénaga Grande de Santa Marta,10.8735,-74.37,South America,Mullet (mugil incilis),,,,,,0.015,,0.058,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Ciénaga Grande de Santa Marta,10.8735,-74.37,South America,Mullet (mugil incilis),,,,,,0.01,,0.058,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Ciénaga Grande de Santa Marta,10.8735,-74.37,South America,Mullet (mugil incilis),,,,,,0.008,,0.058,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Ciénaga Grande de Santa Marta,10.8735,-74.37,South America,Mullet (mugil incilis),,,,,,0.006,,0.058,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Ciénaga Grande de Santa Marta,10.8735,-74.37,South America,Striped mojarra (eugerres plumieri),,,,,,0.026,,0.058,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Ciénaga Grande de Santa Marta,10.8735,-74.37,South America,Striped mojarra (eugerres plumieri),,,,,,0.028,,0.058,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Ciénaga Grande de Santa Marta,10.8735,-74.37,South America,Striped mojarra (eugerres plumieri),,,,,,0.009,,0.058,
"D. Alonso, P. Pineda, J. Olivero, H. González, N. Campos",https://www.sciencedirect.com/science/article/pii/S0269749199002250,"Mercury levels in muscle of two fish species and sediments from the Cartagena Bay and the Ciénaga Grande de Santa Marta, Colombia",1999,1996,,Ciénaga Grande de Santa Marta,10.8735,-74.37,South America,Striped mojarra (eugerres plumieri),,,,,,0.012,,0.058,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Nile tiger fish (hydrocynus forskahlii),,,,775,,0.306,,,"Le Turkana alkaline, Lakes Naivasha and Baringo freshwater"
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Nile perch (lates niloticus),,,,5595,,0.0934,,,Main food sources of fish also given - relevant to location in food chain. 
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,African sharptooth catfish (clarius gariepinus),,,,1900,,0.0726,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Bagrid catfish (bagrus bayad),,,,450,,0.0384,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Upside down catfish (syndontis schall),,,,133,,0.0755,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Silverside (alestes baremose),,,,150,,0.0138,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Fahaka pufferfish (tetraodon lineatus),,,,170,,0.0094,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Moon fish (citharinus citharus intermedius),,,,1062,,0.0106,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Distichodus niloticus,,,,1067,,0.0276,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Assuan labeo (labeo horie),,,,635,,0.0124,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Nile tilapia (oreochromuis niloticus vulcani),,,,438,,0.0116,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Turkana,3.642982,35.91811,Africa,Mango tilapia (sarethorodon galilaeus),,,,371,,0.0027,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Navaisha,-0.76911,36.35652,Africa,Largemouth bass (micropterus salmoides),,,,960,,0.052,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Navaisha,-0.76911,36.35652,Africa,Straightfin barb (barbus paludinosus),,,,3,,0.0811,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Navaisha,-0.76911,36.35652,Africa,East African cichlid (haplochromine spp.),,,,2,,0.0056,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Navaisha,-0.76911,36.35652,Africa,Redbelly tilapia (tilapia zilli),,,,173.1,,0.0093,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Navaisha,-0.76911,36.35652,Africa,Blue spotted tilapia (oreochromis leucostictus),,,,473.8,,0.0048,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Baringo,0.615121,36.0536,Africa,African sharptooth catfish (clarius gariepinus),,,,2330,,0.062,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Baringo,0.615121,36.0536,Africa,Marbled lungfish (protopterus aethiopicus),,,,2533,,0.0406,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Baringo,0.615121,36.0536,Africa,Barbus intermedius australis ,,,,64.3,,0.0472,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Baringo,0.615121,36.0536,Africa,Nile tilapia (oreochromis niloticus baringoensis),,,,208,,0.0118,,,
"L.M.Campbell, O. Osano, R.E. Hecky, D.G. Dixon",https://www.sciencedirect.com/science/article/pii/S0269749103000538,"Mercury in fish from three rift valley lakes (Turkana, Naivasha and Baringo), Kenya, East Africa",2003,2000,,Lake Baringo,0.615121,36.0536,Africa,Redeye labeo (labeo cylindricus),,,,36.3,,0.075,,,
"Linda M Campbell, JS Balirwa, DG Dixon and RE Hecky",https://www.tandfonline.com/doi/abs/10.2989/16085910409503796,"Biomagnification of mercury in fish from Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",2004,1998,2000,"Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",-0.785,33.4152,Africa,Nile perch (lates niloticus),,,44.7,2029,,0.0641,,,
"Linda M Campbell, JS Balirwa, DG Dixon and RE Hecky",https://www.tandfonline.com/doi/abs/10.2989/16085910409503796,"Biomagnification of mercury in fish from Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",2004,1998,2000,"Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",-0.785,33.4152,Africa,Marbled lungfish (protopterus aethiopicus),,,72,4500,,0.0272,,,
"Linda M Campbell, JS Balirwa, DG Dixon and RE Hecky",https://www.tandfonline.com/doi/abs/10.2989/16085910409503796,"Biomagnification of mercury in fish from Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",2004,1998,2000,"Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",-0.785,33.4152,Africa,African sharptooth catfish (clarius gariepinus),,,83.3,5042,,0.029,,,
"Linda M Campbell, JS Balirwa, DG Dixon and RE Hecky",https://www.tandfonline.com/doi/abs/10.2989/16085910409503796,"Biomagnification of mercury in fish from Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",2004,1998,2000,"Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",-0.785,33.4152,Africa,East African cichlid (haplochromine spp.),,,16,62,,0.0555,,,
"Linda M Campbell, JS Balirwa, DG Dixon and RE Hecky",https://www.tandfonline.com/doi/abs/10.2989/16085910409503796,"Biomagnification of mercury in fish from Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",2004,1998,2000,"Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",-0.785,33.4152,Africa,Blue spotted tilapia (oreochromis leucostictus),,,17.1,85.8,,0.0015,,,
"Linda M Campbell, JS Balirwa, DG Dixon and RE Hecky",https://www.tandfonline.com/doi/abs/10.2989/16085910409503796,"Biomagnification of mercury in fish from Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",2004,1998,2000,"Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",-0.785,33.4152,Africa,Nile tilapia (oreochromis niloticus),,,23.5,421.8,,0.0124,,,
"Linda M Campbell, JS Balirwa, DG Dixon and RE Hecky",https://www.tandfonline.com/doi/abs/10.2989/16085910409503796,"Biomagnification of mercury in fish from Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",2004,1998,2000,"Thruston Bay, Napoleon Gulf, Lake Victoria (East Africa)",-0.785,33.4152,Africa,Redbelly tilapia (tilapia zilli),,,20.5,174,,0.0039,,,
"Power, M., Klein, G.M., Guiguer, K.R.R.A. and Kwan, M.K.H., 2002. sources. Journal of Applied Ecology, 39(5), pp.819-830.",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2664.2002.00758.x/full,Mercury accumulation in the fish community of a sub-Arctic lake in relation to trophic position and carbon sources,2002,1999,,"Stewart Lake , Canada",58.18333,-68.43333,North America,Burbot (lota lota),,,,,,0.08,,,
"Power, M., Klein, G.M., Guiguer, K.R.R.A. and Kwan, M.K.H., 2002. sources. Journal of Applied Ecology, 39(5), pp.819-830.",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2664.2002.00758.x/full,Mercury accumulation in the fish community of a sub-Arctic lake in relation to trophic position and carbon sources,2002,1999,,"Stewart Lake , Canada",58.18333,-68.43333,North America,Cisco (coregonus artedii),,,,,,0.24,,,
"Power, M., Klein, G.M., Guiguer, K.R.R.A. and Kwan, M.K.H., 2002. sources. Journal of Applied Ecology, 39(5), pp.819-830.",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2664.2002.00758.x/full,Mercury accumulation in the fish community of a sub-Arctic lake in relation to trophic position and carbon sources,2002,1999,,"Stewart Lake , Canada",58.18333,-68.43333,North America,Lake trout (salvelinus namaycush),,,,,,0.59,,,
"Power, M., Klein, G.M., Guiguer, K.R.R.A. and Kwan, M.K.H., 2002. sources. Journal of Applied Ecology, 39(5), pp.819-830.",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2664.2002.00758.x/full,Mercury accumulation in the fish community of a sub-Arctic lake in relation to trophic position and carbon sources,2002,1999,,"Stewart Lake , Canada",58.18333,-68.43333,North America,Longnose sucker (catostomus catostomus),,,,,,0.07,,,
"Power, M., Klein, G.M., Guiguer, K.R.R.A. and Kwan, M.K.H., 2002. sources. Journal of Applied Ecology, 39(5), pp.819-830.",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2664.2002.00758.x/full,Mercury accumulation in the fish community of a sub-Arctic lake in relation to trophic position and carbon sources,2002,1999,,"Stewart Lake , Canada",58.18333,-68.43333,North America,Northern lake chub (couesius plumbeus),,,,,,0.13,,,
"Power, M., Klein, G.M., Guiguer, K.R.R.A. and Kwan, M.K.H., 2002. sources. Journal of Applied Ecology, 39(5), pp.819-830.",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2664.2002.00758.x/full,Mercury accumulation in the fish community of a sub-Arctic lake in relation to trophic position and carbon sources,2002,1999,,"Stewart Lake , Canada",58.18333,-68.43333,North America,Round whitefish (prosopium cylindraceum),,,,,,0.09,,,
"Power, M., Klein, G.M., Guiguer, K.R.R.A. and Kwan, M.K.H., 2002. sources. Journal of Applied Ecology, 39(5), pp.819-830.",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2664.2002.00758.x/full,Mercury accumulation in the fish community of a sub-Arctic lake in relation to trophic position and carbon sources,2002,1999,,"Stewart Lake , Canada",58.18333,-68.43333,North America,Slimy sculpin (cottus cognatus),,,,,,0.07,,,
"Power, M., Klein, G.M., Guiguer, K.R.R.A. and Kwan, M.K.H., 2002. sources. Journal of Applied Ecology, 39(5), pp.819-830.",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2664.2002.00758.x/full,Mercury accumulation in the fish community of a sub-Arctic lake in relation to trophic position and carbon sources,2002,1999,,"Stewart Lake , Canada",58.18333,-68.43333,North America,Three-spine stickleback (gasterosteus aculeatus),,,,,,0.11,,,
"Grieb, T.M., Bowie, G.L., Driscoll, C.T., Gloss, S.P., Schofield, C.L. and Porcella, D.B.,",http://onlinelibrary.wiley.com/doi/10.1002/etc.5620090710/full,Factors affecting mercury accumulation in fish in the upper michigan peninsula,1990,1987,,Michingan Peninsula and Wisconsin,47.160666,-87.469215,North America,Yellow perch (perca flavescens),,547,,,,0.37,,,
"Grieb, T.M., Bowie, G.L., Driscoll, C.T., Gloss, S.P., Schofield, C.L. and Porcella, D.B.,",http://onlinelibrary.wiley.com/doi/10.1002/etc.5620090710/full,Factors affecting mercury accumulation in fish in the upper michigan peninsula,1990,1987,,Michingan Peninsula and Wisconsin,47.160666,-87.469215,North America,Pike (esox lucius),,86,,,,0.45,,,
"Grieb, T.M., Bowie, G.L., Driscoll, C.T., Gloss, S.P., Schofield, C.L. and Porcella, D.B.,",http://onlinelibrary.wiley.com/doi/10.1002/etc.5620090710/full,Factors affecting mercury accumulation in fish in the upper michigan peninsula,1990,1987,,Michingan Peninsula and Wisconsin,47.160666,-87.469215,North America,White Sucker (catostomus commersoni),,110,,,,0.16,,,
"Grieb, T.M., Bowie, G.L., Driscoll, C.T., Gloss, S.P., Schofield, C.L. and Porcella, D.B.,",http://onlinelibrary.wiley.com/doi/10.1002/etc.5620090710/full,Factors affecting mercury accumulation in fish in the upper michigan peninsula,1990,1987,,Michingan Peninsula and Wisconsin,47.160666,-87.469215,North America,Largemouth Bass (micropterus salmoides),,73,,,,0.43,,,
"Martha Elena Ramírez-Islas, Alejandro De la Rosa-Pérez, Fabiola Altuzar-Villatoro, Patricia Ramírez-Romero",https://link-springer-com.ezproxy1.library.usyd.edu.au/article/10.1007%2Fs11356-018-1617-y,"Total mercury concentration in two marine fish species, mackerel (Scomberomorus sp.) and snapper (Lutjanussp.), from several Mexican fishing ports",2018,2009,2011,"Tampico, Mexico",22.25528,-97.86861,North America,Snapper (lutjanussp.),,,,,,0.498,,,
